trade_date,book,security,quantity,price
7/13/21,Pink,American Vanguard Corporation,13041,62.39
7/13/21,Puce,"NRG Energy, Inc.",14546,71
7/13/21,Puce,"MaxLinear, Inc",17904,86.93
7/13/21,Puce,Cellect Biotechnology Ltd.,19598,22.18
7/13/21,Puce,Platform Specialty Products Corporation,15066,17.53
7/13/21,Puce,Fiat Chrysler Automobiles N.V.,13178,70.79
7/13/21,Puce,Boulevard Acquisition Corp. II,14294,16.3
7/13/21,Puce,"ServisFirst Bancshares, Inc.",11989,29.4
7/13/21,Puce,"China HGS Real Estate, Inc.",13072,99.85
7/13/21,Puce,"First Connecticut Bancorp, Inc.",15669,69.6
7/13/21,Puce,Potash Corporation of Saskatchewan Inc.,17047,22.11
7/13/21,Puce,"Vivint Solar, Inc.",13043,41.72
7/13/21,Puce,Seacoast Banking Corporation of Florida,14552,29.07
7/13/21,Puce,Pacific Premier Bancorp Inc,18756,96.47
7/13/21,Puce,Spherix Incorporated,17689,93.82
7/13/21,Puce,"Tarena International, Inc.",19887,84.74
7/13/21,Puce,Phoenix New Media Limited,18303,97.64
7/13/21,Puce,Gabelli Global Small and Mid Cap Value Trust (The),19421,1.01
7/13/21,Puce,ObsEva SA,11187,39.61
7/13/21,Puce,Caesars Acquisition Company,17135,1.99
7/13/21,Puce,"Hartford Financial Services Group, Inc. (The)",16464,76.86
7/13/21,Purple,Nuveen California Municipal Value Fund 2,11407,9.86
7/13/21,Purple,"Bankrate, Inc.",19497,63.07
7/13/21,Purple,iStar Financial Inc.,16741,1.33
7/13/21,Purple,"FireEye, Inc.",13111,60.89
7/13/21,Purple,"Sprott Focus Trust, Inc.",10516,25.36
7/13/21,Purple,Weyerhaeuser Company,13711,43.27
7/13/21,Purple,"Energy Focus, Inc.",15027,4.94
7/13/21,Purple,Enbridge Inc,13114,30.32
7/13/21,Purple,"Torchlight Energy Resources, Inc.",13204,88.09
7/13/21,Purple,Vanguard Intermediate-Term Corporate Bond ETF,14223,22.31
7/13/21,Purple,Select Asset Inc.,12600,50.45
7/13/21,Purple,"Shutterfly, Inc.",11009,93.63
7/13/21,Purple,"Hasbro, Inc.",12765,51.25
7/13/21,Red,"Salem Media Group, Inc.",14765,64.28
7/13/21,Red,"Ply Gem Holdings, Inc.",17549,10.16
7/13/21,Red,"Arch Coal, Inc.",10135,56.33
7/13/21,Red,"CryoPort, Inc.",14091,11.3
7/13/21,Red,Madison Strategic Sector Premium Fund,11814,81.16
7/13/21,Red,"Standard Motor Products, Inc.",18913,47.65
7/13/21,Red,"SGOCO Group, Ltd",18427,48.08
7/13/21,Red,"Jernigan Capital, Inc.",13165,22.07
7/13/21,Red,FIRST REPUBLIC BANK,19335,97.79
7/13/21,Red,Invesco Quality Municipal Income Trust,14324,16.27
7/13/21,Red,Gramercy Property Trust,19039,32.14
7/13/21,Red,"Axcelis Technologies, Inc.",11360,57.53
7/13/21,Red,"Continental Resources, Inc.",15181,88.25
7/13/21,Red,iShares PHLX SOX Semiconductor Sector Index Fund,13023,51.09
7/13/21,Red,Weatherford International plc,14396,8.18
7/13/21,Red,"Royce Value Trust, Inc.",10998,94.33
7/13/21,Teal,Axis Capital Holdings Limited,18926,67.97
7/13/21,Teal,Hugoton Royalty Trust,15075,77.64
7/13/21,Teal,Pan American Silver Corp.,17691,35.33
7/13/21,Teal,"Duff & Phelps Utilities Income, Inc.",10607,27.16
7/13/21,Teal,Qwest Corporation,14321,74.76
7/13/21,Teal,"Orion Energy Systems, Inc.",14777,92.17
7/13/21,Teal,"Parsley Energy, Inc.",16022,51.94
7/13/21,Teal,"Fresh Del Monte Produce, Inc.",16923,23.56
7/13/21,Teal,DaVita Inc.,13467,80.74
7/13/21,Teal,STAAR Surgical Company,17450,1.51
7/13/21,Teal,The Spectranetics Corporation,14087,98.36
7/13/21,Teal,"Brookline Bancorp, Inc.",19233,85.35
7/13/21,Teal,"Rigel Pharmaceuticals, Inc.",15840,77.65
7/13/21,Turquoise,CymaBay Therapeutics Inc.,10445,29.81
7/13/21,Turquoise,iStar Financial Inc.,14512,48.46
7/13/21,Turquoise,"Westbury Bancorp, Inc.",18974,85.95
7/13/21,Turquoise,"Boston Properties, Inc.",19531,31.5
7/13/21,Turquoise,Hexcel Corporation,19320,89.61
7/13/21,Turquoise,"On Deck Capital, Inc.",19296,71.43
7/13/21,Turquoise,"GTT Communications, Inc.",13916,29.17
7/13/21,Turquoise,Rexnord Corporation,13600,11.26
7/13/21,Turquoise,VALE S.A.,15346,63.5
7/13/21,Turquoise,Aegion Corp,12738,24.71
7/13/21,Turquoise,Cohen & Steers Reit and Preferred Income Fund Inc,12249,45.63
7/13/21,Turquoise,Waters Corporation,11315,27.25
7/13/21,Turquoise,"Commerce Bancshares, Inc.",13728,14.67
7/13/21,Turquoise,Inpixon ,16929,81.74
7/13/21,Turquoise,"On Assignment, Inc.",14597,78.16
7/13/21,Turquoise,Ally Financial Inc.,10178,48.34
7/13/21,Turquoise,Nuveen Build America Bond Fund,16337,17.74
7/13/21,Turquoise,"Care.com, Inc.",12857,42.2
7/13/21,Turquoise,First Financial Corporation Indiana,19957,68.33
7/13/21,Turquoise,Janus Henderson Small/Mid Cap Growth Alpha ETF,12719,35.2
7/13/21,Turquoise,ImmuCell Corporation,10943,18.17
7/13/21,Turquoise,Agree Realty Corporation,11890,14.64
7/13/21,Violet,"MS Income Securities, Inc.",15670,45.48
7/13/21,Violet,"Stanley Black & Decker, Inc.",18533,59.98
7/13/21,Violet,Regency Centers Corporation,16344,47.35
7/13/21,Violet,"Navigant Consulting, Inc.",14518,50.43
7/13/21,Violet,DNB Financial Corp,14040,63.54
7/13/21,Violet,iStar Financial Inc.,17168,15.95
7/13/21,Violet,"Associated Capital Group, Inc.",16758,24.9
7/13/21,Violet,Broadcom Limited,14464,16.17
7/13/21,Violet,"Tyson Foods, Inc.",11881,64.39
7/13/21,Violet,Capitala Finance Corp.,17899,97.39
7/13/21,Violet,Park Hotels & Resorts Inc.,12666,99.08
7/13/21,Violet,Endurance Specialty Holdings Ltd,15111,87.09
7/13/21,Violet,"Crown Crafts, Inc.",13328,28.05
7/13/21,Violet,"LMI Aerospace, Inc.",10391,87.37
7/13/21,Violet,"Green Bancorp, Inc.",10642,16.42
7/13/21,Yellow,"Nathan's Famous, Inc.",18034,88.1
7/13/21,Yellow,"Henry Schein, Inc.",16718,95.83
7/13/21,Yellow,Cubic Corporation,17714,43.19
7/13/21,Yellow,Invacare Corporation,10903,36.69
7/13/21,Yellow,"Proofpoint, Inc.",15679,75.11
7/13/21,Yellow,Trustmark Corporation,19428,17.23
7/13/21,Yellow,"AmTrust Financial Services, Inc.",14468,36.29
7/13/21,Yellow,The Middleby Corporation,13617,26.59
7/13/21,Yellow,American Homes 4 Rent,10681,33.34
7/13/21,Yellow,Anadarko Petroleum Corporation,13178,7.39
7/13/21,Yellow,"People's United Financial, Inc.",14058,19.23
7/13/21,Yellow,Boeing Company (The),17081,74.66
7/13/21,Yellow,"EMCOR Group, Inc.",12707,37.33
7/13/21,Yellow,"Ra Pharmaceuticals, Inc.",18563,1.14
7/13/21,Yellow,Movado Group Inc.,17865,37.51
7/13/21,Yellow,Evercore Partners Inc,15423,69.37
7/13/21,Yellow,"KAR Auction Services, Inc",14775,42.59
7/13/21,Yellow,Hi-Crush Partners LP,15865,21.78
7/13/21,Yellow,Principal U.S. Small Cap Index ETF,18398,68.97
7/13/21,Yellow,Highland/iBoxx Senior Loan ETF,18242,66.37
7/13/21,Yellow,"American Public Education, Inc.",12192,9.05
7/14/21,Mauv,XTL Biopharmaceuticals Ltd.,12550,16.8
7/12/21,blue,Morgan Stanley,20000,51
7/12/21,Aquamarine,Morgan Stanley,17871,3.71
